,country,cost_of_living_index,rent_index,cost_of_living_plus_rent_index,groceries_index,restaurant_price_index,local_purchasing_power_index,year,period,continent
688,Armenia,33.9,11.6,23.4,27.6,30.5,28.9,2022,year,Asia
689,Morocco,33.8,9.0,22.2,30.6,24.5,34.4,2022,year,Africa
690,Uganda,33.5,9.2,22.1,31.0,24.8,11.4,2022,year,Africa
691,Brazil,33.2,8.3,21.5,28.2,25.2,27.8,2022,year,South America
692,Bangladesh,33.1,4.4,19.7,30.4,21.7,25.3,2022,year,Asia
693,Zambia,33.0,9.3,21.9,31.5,22.5,40.3,2022,year,Africa
694,Tanzania,32.8,12.4,23.2,30.0,24.9,16.0,2022,year,Africa
695,Peru,32.5,11.2,22.5,30.7,21.5,28.2,2022,year,South America
696,Rwanda,31.6,15.9,24.3,27.7,28.0,26.8,2022,year,Africa
697,North Macedonia,31.4,6.1,19.5,27.0,21.0,35.4,2022,year,Europe
698,Sri Lanka,31.3,8.2,20.5,37.7,17.3,19.3,2022,year,Asia
699,Belarus,30.9,9.8,21.0,27.2,31.6,31.8,2022,year,Europe
700,Ukraine,30.7,10.6,21.3,26.3,25.7,37.2,2022,year,Europe
701,Nigeria,30.5,36.0,33.1,33.7,20.9,9.3,2022,year,Africa
702,Moldova,30.3,8.7,20.2,25.0,27.1,33.4,2022,year,Europe
703,Paraguay,30.2,10.0,20.8,25.4,24.2,26.1,2022,year,South America
704,Georgia,30.2,9.3,20.4,26.4,27.9,31.1,2022,year,Asia
705,Azerbaijan,29.7,7.9,19.5,26.6,26.7,27.3,2022,year,Asia
706,Egypt,29.5,5.8,18.4,27.4,23.4,21.5,2022,year,Africa
707,Syria,28.8,5.2,17.7,29.3,22.8,6.6,2022,year,Asia
708,Kazakhstan,28.7,9.4,19.7,25.3,27.2,32.2,2022,year,Asia
709,Turkey,28.3,6.6,18.2,22.6,18.4,32.9,2022,year,Asia
710,Nepal,28.3,4.0,16.9,26.4,20.4,23.0,2022,year,Asia
711,Tunisia,27.9,5.3,17.3,27.4,16.0,27.8,2022,year,Africa
712,Uzbekistan,27.3,9.3,18.9,26.8,24.2,22.4,2022,year,Asia
713,Kosovo,27.1,8.0,18.1,24.8,19.5,43.9,2022,year,Europe
714,Algeria,26.9,4.6,16.4,28.8,14.5,24.6,2022,year,Africa
715,Colombia,26.7,8.2,18.0,23.5,19.4,28.9,2022,year,South America
716,India,24.4,5.3,15.5,26.4,17.6,49.7,2022,year,Asia
717,Afghanistan,20.4,2.7,12.1,14.9,12.4,23.0,2022,year,Asia
718,Pakistan,19.9,3.9,12.4,17.8,15.5,26.6,2022,year,Asia
719,Bermuda,145.1,92.9,120.1,141.8,157.7,83.4,2021,year,North America
720,Switzerland,131.7,55.0,95.1,133.4,126.1,111.0,2021,year,Europe
721,Norway,106.1,36.2,72.7,100.6,105.9,79.4,2021,year,Europe
722,Iceland,96.8,43.2,71.2,88.8,102.2,71.9,2021,year,Europe
723,Denmark,91.7,36.2,65.2,72.6,104.9,94.7,2021,year,Europe
724,Luxembourg,88.3,61.6,75.5,80.7,94.7,95.4,2021,year,Europe
725,Japan,87.8,28.0,59.2,90.5,49.7,76.5,2021,year,Asia
726,Israel,86.6,31.9,60.5,73.7,91.1,70.4,2021,year,Asia
727,Bahamas,85.8,34.5,61.3,69.4,89.3,49.3,2021,year,North America
728,Singapore,85.6,64.8,75.6,75.3,62.1,83.6,2021,year,Asia
729,Australia,84.1,38.4,62.3,81.1,76.3,99.3,2021,year,Oceania
730,Ireland,83.1,45.4,65.1,67.8,82.3,73.8,2021,year,Europe
731,Barbados,81.5,21.1,52.6,71.5,72.8,45.3,2021,year,North America
732,South Korea,81.2,22.9,53.3,99.8,44.0,76.6,2021,year,Asia
733,France,80.6,27.8,55.4,77.5,75.5,74.1,2021,year,Europe
734,Hong Kong,79.9,74.2,77.2,81.7,58.6,62.4,2021,year,Asia
735,Sweden,79.2,28.1,54.8,71.7,77.2,90.6,2021,year,Europe
736,New Zealand,79.1,35.4,58.2,75.0,69.2,81.4,2021,year,Oceania
737,Seychelles,78.9,34.3,57.6,78.6,84.2,18.0,2021,year,Africa
738,Netherlands,78.6,39.3,59.8,61.6,81.6,83.9,2021,year,Europe
739,Belgium,78.5,26.8,53.8,67.3,82.4,76.5,2021,year,Europe
740,Finland,77.5,28.0,53.9,65.6,81.2,89.1,2021,year,Europe
741,Lebanon,75.9,24.1,51.1,72.5,62.9,29.5,2021,year,Asia
742,Austria,75.5,28.4,53.0,67.6,71.0,78.2,2021,year,Europe
743,Malta,73.6,33.0,54.2,63.4,77.0,41.9,2021,year,Europe
744,Italy,73.1,22.9,49.1,62.5,75.6,58.7,2021,year,Europe
745,United States,71.9,41.1,57.2,70.2,69.4,102.6,2021,year,North America
746,United Kingdom,71.0,31.6,52.2,56.4,74.7,82.6,2021,year,Europe
747,Germany,70.6,29.6,51.0,54.7,65.0,93.7,2021,year,Europe
748,Canada,70.1,32.5,52.1,68.5,64.0,82.8,2021,year,North America
749,Macao,69.6,44.4,57.6,66.3,48.9,67.6,2021,year,Asia
750,Puerto Rico,69.5,19.4,45.6,72.1,58.1,69.2,2021,year,North America
751,Taiwan,65.2,17.9,42.6,79.1,28.8,56.1,2021,year,Asia
752,Qatar,64.2,46.6,55.8,56.7,62.6,93.1,2021,year,Asia
753,Cyprus,64.0,22.7,44.3,51.7,66.3,52.3,2021,year,Europe
754,United Arab Emirates,61.7,40.6,51.6,48.8,61.3,85.7,2021,year,Asia
755,Greece,61.0,13.1,38.1,47.7,55.7,38.9,2021,year,Europe
756,Slovenia,59.4,18.9,40.0,51.5,47.9,56.1,2021,year,Europe
757,Spain,59.1,23.6,42.1,48.7,57.0,62.7,2021,year,Europe
758,Bahrain,57.7,29.5,44.2,47.0,52.3,53.2,2021,year,Asia
759,Estonia,56.5,16.3,37.3,43.3,56.3,61.2,2021,year,Europe
760,Croatia,56.4,14.9,36.6,49.1,46.1,43.1,2021,year,Europe
761,Palestine,55.9,10.0,34.0,50.2,36.2,39.1,2021,year,Asia
762,Cuba,55.5,14.9,36.1,46.9,32.9,1.4,2021,year,North America
763,Trinidad And Tobago,55.5,16.4,36.8,53.1,52.2,39.0,2021,year,North America
764,Ivory Coast,54.6,20.3,38.2,47.2,34.5,6.3,2021,year,Africa
765,Ethiopia,54.3,15.6,35.8,37.5,18.2,10.1,2021,year,Africa
766,Panama,54.1,22.6,39.0,54.8,45.5,32.1,2021,year,North America
767,Jamaica,53.2,15.9,35.4,55.9,33.1,32.2,2021,year,North America
768,Portugal,52.9,22.3,38.3,42.0,43.2,45.0,2021,year,Europe
769,Latvia,52.9,13.2,33.9,41.4,44.9,45.9,2021,year,Europe
770,Mauritius,52.6,12.3,33.3,54.1,37.6,27.4,2021,year,Africa
771,Belize,52.4,11.6,32.9,47.8,36.1,45.7,2021,year,North America
772,Jordan,52.2,9.7,31.9,42.8,42.1,33.1,2021,year,Asia
773,Suriname,51.9,10.4,32.1,50.4,62.6,16.5,2021,year,South America
774,Zimbabwe,51.5,9.4,31.4,45.6,39.3,22.1,2021,year,Africa
775,Yemen,51.5,6.2,29.8,61.2,23.6,14.7,2021,year,Asia
776,Uruguay,51.1,13.6,33.2,40.8,49.0,30.6,2021,year,South America
777,Costa Rica,50.6,14.5,33.4,48.0,41.3,39.0,2021,year,North America
778,Oman,50.2,17.3,34.5,46.9,41.9,84.4,2021,year,Asia
779,Saudi Arabia,49.9,11.6,31.6,41.7,32.0,88.2,2021,year,Asia
780,Kuwait,49.4,31.4,40.8,35.9,45.1,75.3,2021,year,Asia
781,Brunei,49.4,23.4,37.0,47.2,35.9,89.0,2021,year,Asia
782,Chile,49.3,14.7,32.8,41.8,46.0,33.3,2021,year,South America
783,Thailand,49.3,16.3,33.6,50.6,24.2,31.4,2021,year,Asia
784,Czech Republic,49.2,19.8,35.1,42.8,34.7,56.4,2021,year,Europe
785,Slovakia,49.1,17.4,34.0,43.0,37.5,50.4,2021,year,Europe
786,Fiji,48.5,17.8,33.8,53.4,38.6,30.0,2021,year,Oceania
787,Cambodia,47.9,14.6,32.0,48.6,23.1,11.4,2021,year,Asia
788,Lithuania,47.7,14.6,31.9,37.3,46.0,54.6,2021,year,Europe
789,Guatemala,44.8,15.2,30.7,41.7,32.5,25.6,2021,year,North America
790,El Salvador,44.6,13.3,29.6,42.7,33.3,20.7,2021,year,North America
791,Nicaragua,42.8,8.0,26.2,41.1,29.5,16.7,2021,year,North America
792,Hungary,42.7,12.8,28.4,35.5,34.2,49.8,2021,year,Europe
793,Cameroon,42.6,7.4,25.8,42.9,24.7,15.4,2021,year,Africa
794,China,42.5,16.4,30.1,45.5,28.4,57.5,2021,year,Asia
795,Honduras,42.2,10.6,27.1,35.1,28.7,31.1,2021,year,North America
796,Poland,42.0,18.1,30.6,33.4,35.4,47.1,2021,year,Europe
797,South Africa,41.7,15.9,29.4,34.6,37.2,72.9,2021,year,Africa
798,Dominican Republic,41.5,9.8,26.4,36.1,35.3,21.7,2021,year,North America
799,Montenegro,41.4,11.8,27.3,32.5,32.5,35.4,2021,year,Europe
800,Iran,41.3,17.9,30.1,36.3,25.9,19.0,2021,year,Asia
801,Namibia,41.0,14.3,28.2,35.7,35.6,53.3,2021,year,Africa
802,Bulgaria,40.9,9.9,26.1,35.2,31.9,40.3,2021,year,Europe
803,Philippines,40.7,10.4,26.2,38.9,22.2,19.7,2021,year,Asia
804,Ghana,40.6,18.4,30.0,41.2,31.5,15.2,2021,year,Africa
805,Botswana,40.4,10.7,26.2,34.6,41.5,61.9,2021,year,Africa
806,Albania,40.2,9.2,25.4,32.7,30.7,26.6,2021,year,Europe
807,Ecuador,40.1,12.0,26.7,36.4,28.5,30.5,2021,year,South America
808,Malaysia,39.5,10.8,25.8,40.2,21.7,56.1,2021,year,Asia
809,Serbia,39.2,9.8,25.2,29.7,30.6,35.8,2021,year,Europe
810,Bosnia And Herzegovina,38.6,7.1,23.5,31.8,25.7,42.6,2021,year,Europe
811,Romania,38.5,10.8,25.2,33.4,32.4,45.2,2021,year,Europe
812,Myanmar,38.1,21.7,30.2,39.6,21.2,10.7,2021,year,Asia
813,Vietnam,38.0,14.2,26.6,38.3,19.0,27.3,2021,year,Asia
814,Argentina,37.9,8.5,23.8,29.2,33.4,34.6,2021,year,South America
815,Indonesia,37.4,10.3,24.5,39.4,18.0,20.9,2021,year,Asia
816,Somalia,37.4,5.9,22.4,44.5,26.7,27.2,2021,year,Africa
817,Morocco,36.9,9.7,23.9,32.8,26.3,32.2,2021,year,Africa
818,Kenya,36.3,9.2,23.3,33.4,30.5,27.7,2021,year,Africa
819,Peru,36.3,12.3,24.8,33.8,23.6,28.8,2021,year,South America
820,Bolivia,36.1,10.8,24.0,31.9,25.2,37.2,2021,year,South America
821,Mozambique,35.9,15.1,26.0,29.1,29.3,16.4,2021,year,Africa
822,Mexico,35.1,11.6,23.9,33.6,28.9,35.5,2021,year,North America
823,Tanzania,34.6,13.1,24.3,30.6,25.2,16.0,2021,year,Africa
824,North Macedonia,34.1,6.7,21.0,28.5,22.5,32.0,2021,year,Europe
825,Rwanda,34.1,14.9,24.9,28.5,28.5,22.0,2021,year,Africa
826,Bangladesh,33.3,4.9,19.7,31.5,20.4,24.1,2021,year,Asia
827,Mongolia,33.2,9.9,22.1,33.1,23.3,28.1,2021,year,Asia
828,Russia,33.2,9.8,22.0,27.8,30.6,34.6,2021,year,Europe
829,Iraq,32.7,9.8,21.8,27.5,25.6,39.8,2021,year,Asia
830,Moldova,32.7,8.7,21.2,26.1,26.6,27.0,2021,year,Europe
831,Uganda,32.2,7.3,20.3,28.9,22.0,14.0,2021,year,Africa
832,Brazil,31.8,8.1,20.5,25.4,22.5,28.7,2021,year,South America
833,Armenia,31.7,10.4,21.5,24.6,27.2,26.1,2021,year,Asia
834,Turkey,31.5,6.1,19.4,28.1,19.9,35.3,2021,year,Asia
835,Sri Lanka,31.3,8.5,20.4,36.5,16.5,20.8,2021,year,Asia
836,Colombia,31.0,10.0,20.9,26.3,21.8,26.1,2021,year,South America
837,Azerbaijan,30.9,9.0,20.4,26.2,28.7,25.8,2021,year,Asia
838,Paraguay,30.7,9.8,20.7,24.5,24.3,27.5,2021,year,South America
839,Belarus,30.7,9.2,20.4,26.6,31.0,32.0,2021,year,Europe
840,Egypt,30.1,6.0,18.6,26.5,24.9,20.0,2021,year,Africa
841,Kazakhstan,29.8,9.3,20.0,25.6,25.8,34.9,2021,year,Asia
842,Nigeria,29.7,28.9,29.3,31.2,18.0,9.8,2021,year,Africa
843,Tunisia,29.5,5.8,18.2,28.5,15.7,27.8,2021,year,Africa
844,Kosovo,29.4,8.8,19.6,26.9,21.1,40.1,2021,year,Europe
845,Ukraine,29.2,8.7,19.4,24.3,23.7,30.1,2021,year,Europe
846,Syria,29.0,5.7,17.9,28.4,23.5,8.1,2021,year,Asia
847,Nepal,28.9,4.5,17.2,26.5,19.7,20.6,2021,year,Asia
848,Algeria,28.3,5.0,17.2,29.1,15.0,24.8,2021,year,Africa
849,Zambia,28.1,6.7,17.9,27.1,16.2,59.5,2021,year,Africa
850,Georgia,28.0,9.4,19.1,24.4,24.2,25.7,2021,year,Asia
851,Uzbekistan,27.1,8.1,18.0,23.9,21.4,22.0,2021,year,Asia
852,Afghanistan,26.3,3.9,15.6,19.3,17.0,26.6,2021,year,Asia
853,India,25.2,5.8,15.9,26.3,17.7,47.1,2021,year,Asia
854,Kyrgyzstan,23.0,7.4,15.5,20.6,19.2,22.0,2021,year,Asia
855,Libya,22.3,5.7,14.4,25.3,13.3,31.8,2021,year,Africa
856,Pakistan,21.6,4.4,13.4,19.1,17.2,27.3,2021,year,Asia
857,Switzerland,122.4,50.3,87.9,120.3,123.0,119.5,2020,year,Europe
858,Norway,101.4,36.2,70.2,91.1,109.3,88.4,2020,year,Europe
859,Iceland,100.5,47.0,74.9,86.9,113.7,79.4,2020,year,Europe
860,Japan,83.3,26.0,55.9,81.8,48.9,87.3,2020,year,Asia
861,Denmark,83.0,31.9,58.6,61.7,100.8,100.9,2020,year,Europe
862,Bahamas,82.5,36.4,60.4,62.7,83.7,54.2,2020,year,North America
863,Luxembourg,81.9,54.9,69.0,69.1,89.8,103.9,2020,year,Europe
864,Israel,81.2,31.3,57.3,66.3,88.6,78.1,2020,year,Asia
865,Singapore,81.1,63.3,72.6,66.8,59.0,89.0,2020,year,Asia
866,South Korea,78.2,22.9,51.7,91.3,44.9,85.2,2020,year,Asia
867,Hong Kong,77.2,79.6,78.3,75.9,54.4,65.3,2020,year,Asia
868,Barbados,76.0,19.7,49.1,65.2,68.1,51.1,2020,year,North America
869,Ireland,75.9,43.9,60.6,58.4,81.2,80.9,2020,year,Europe
870,France,74.1,25.4,50.8,67.9,72.5,80.4,2020,year,Europe
871,Netherlands,73.7,35.2,55.3,55.9,80.5,90.7,2020,year,Europe
872,Australia,73.5,34.9,55.0,67.2,70.3,107.3,2020,year,Oceania
873,New Zealand,72.5,32.1,53.2,64.7,68.8,92.7,2020,year,Oceania
874,Belgium,71.8,25.4,49.6,58.7,80.1,86.3,2020,year,Europe
875,Seychelles,71.6,32.3,52.8,64.6,84.9,21.7,2020,year,Africa
876,United States,71.1,40.3,56.4,66.6,70.7,109.5,2020,year,North America
877,Austria,70.4,26.8,49.5,61.7,68.1,82.4,2020,year,Europe
878,Finland,70.3,26.2,49.2,56.5,76.8,99.9,2020,year,Europe
879,Sweden,69.8,25.9,48.8,60.5,72.3,101.7,2020,year,Europe
880,Canada,67.6,30.7,50.0,63.7,63.5,95.1,2020,year,North America
881,Puerto Rico,67.5,19.3,44.5,65.8,58.7,79.4,2020,year,North America
882,Malta,67.5,31.0,50.0,54.9,75.9,46.3,2020,year,Europe
883,United Kingdom,67.3,29.8,49.4,51.3,74.1,91.7,2020,year,Europe
884,Italy,67.3,21.2,45.2,55.4,72.3,65.6,2020,year,Europe
885,Germany,65.3,27.1,47.0,49.2,61.6,102.4,2020,year,Europe
886,Macao,64.8,44.0,54.9,62.0,43.4,80.9,2020,year,Asia
887,Qatar,64.0,47.4,56.1,53.6,66.8,111.7,2020,year,Asia
888,United Arab Emirates,62.0,41.1,52.0,47.6,61.3,91.6,2020,year,Asia
889,Taiwan,61.4,16.4,39.9,71.5,28.5,65.7,2020,year,Asia
890,Lebanon,60.5,24.5,43.3,43.9,58.2,44.5,2020,year,Asia
891,Bahrain,58.9,30.9,45.6,48.1,54.5,57.9,2020,year,Asia
892,Cyprus,57.9,20.5,40.0,44.2,63.1,57.4,2020,year,Europe
893,Jamaica,57.8,15.2,37.5,59.0,38.1,32.4,2020,year,North America
894,Greece,55.7,11.7,34.6,41.6,53.7,43.7,2020,year,Europe
895,Zimbabwe,55.3,11.0,34.1,50.8,40.8,26.0,2020,year,Africa
896,Palestine,54.5,8.8,32.7,46.7,38.9,46.9,2020,year,Asia
897,Ethiopia,54.4,20.9,38.4,36.3,19.4,8.3,2020,year,Africa
898,Panama,54.2,24.8,40.1,53.0,47.3,34.2,2020,year,North America
899,Costa Rica,54.0,15.5,35.6,49.6,43.5,42.6,2020,year,North America
900,Spain,53.8,21.8,38.5,42.4,52.1,72.0,2020,year,Europe
901,Trinidad And Tobago,53.7,17.3,36.3,49.4,49.8,45.7,2020,year,North America
902,Jordan,53.7,11.5,33.5,43.3,47.1,34.9,2020,year,Asia
903,Slovenia,53.4,17.1,36.0,43.8,45.4,66.3,2020,year,Europe
904,Mauritius,53.0,12.0,33.4,48.9,44.0,30.9,2020,year,Africa
905,Uruguay,51.0,14.4,33.5,40.1,47.4,37.5,2020,year,South America
906,Estonia,50.9,15.4,33.9,36.6,52.9,71.3,2020,year,Europe
907,Kuwait,50.4,31.2,41.2,34.7,47.1,85.6,2020,year,Asia
908,Thailand,49.8,17.1,34.1,49.2,24.9,35.5,2020,year,Asia
909,Croatia,49.7,13.5,32.4,39.9,42.4,50.4,2020,year,Europe
910,Portugal,49.5,21.8,36.3,38.1,42.5,49.4,2020,year,Europe
911,Oman,49.3,18.0,34.3,43.5,44.3,81.0,2020,year,Asia
912,Belize,49.2,9.7,30.3,41.9,37.0,57.5,2020,year,North America
913,Saudi Arabia,48.3,11.4,30.7,37.9,33.5,100.0,2020,year,Asia
914,Latvia,47.9,12.3,30.9,34.9,42.9,52.5,2020,year,Europe
915,Cambodia,47.5,14.9,31.9,44.6,25.2,11.3,2020,year,Asia
916,Fiji,47.5,18.5,33.6,52.7,35.9,33.2,2020,year,Oceania
917,Czech Republic,46.1,19.6,33.4,38.1,34.1,62.8,2020,year,Europe
918,El Salvador,45.6,13.5,30.2,43.7,34.8,24.7,2020,year,North America
919,Brunei,44.7,23.1,34.4,37.1,38.1,87.0,2020,year,Asia
920,Nicaragua,44.6,7.6,26.9,41.7,31.4,23.9,2020,year,North America
921,Slovakia,44.5,16.1,30.9,37.5,33.8,56.9,2020,year,Europe
922,Lithuania,44.3,13.6,29.6,33.6,42.7,57.8,2020,year,Europe
923,Dominican Republic,44.1,10.6,28.1,35.9,38.3,24.0,2020,year,North America
924,Chile,43.6,13.4,29.2,36.4,41.6,42.5,2020,year,South America
925,Cuba,43.5,4.8,25.0,37.4,30.9,2.2,2020,year,North America
926,Suriname,43.1,7.8,26.2,45.8,35.0,22.4,2020,year,South America
927,Namibia,43.1,16.1,30.2,36.8,39.2,55.6,2020,year,Africa
928,South Africa,42.9,16.6,30.3,33.3,40.6,73.6,2020,year,Africa
929,Guatemala,42.7,15.3,29.6,37.4,33.0,39.8,2020,year,North America
930,Honduras,42.2,10.6,27.1,33.3,30.5,30.3,2020,year,North America
931,Myanmar,42.1,23.8,33.3,44.7,19.0,10.2,2020,year,Asia
932,Ecuador,41.0,12.0,27.1,35.5,30.7,36.1,2020,year,South America
933,Hungary,40.9,14.0,28.0,30.8,34.5,47.6,2020,year,Europe
934,Brazil,40.2,10.6,26.1,29.2,30.8,32.8,2020,year,South America
935,Kenya,40.2,10.7,26.1,35.4,35.1,27.3,2020,year,Africa
936,China,40.0,16.4,28.7,40.4,29.2,60.9,2020,year,Asia
937,Poland,40.0,15.7,28.4,30.6,33.4,59.6,2020,year,Europe
938,Russia,39.2,11.4,25.9,31.1,39.6,38.9,2020,year,Europe
939,Botswana,39.1,11.1,25.7,31.7,40.0,58.1,2020,year,Africa
940,Malaysia,39.1,11.0,25.7,37.6,22.9,64.5,2020,year,Asia
941,Iraq,39.0,11.3,25.8,31.8,32.7,42.4,2020,year,Asia
942,Iran,39.0,14.5,27.3,35.5,25.1,22.7,2020,year,Asia
943,Somalia,38.7,4.8,22.5,45.9,27.0,33.2,2020,year,Africa
944,Peru,38.7,12.8,26.3,33.8,24.7,34.0,2020,year,South America
945,Vietnam,38.3,13.6,26.5,37.1,19.6,28.1,2020,year,Asia
946,Montenegro,38.2,10.4,24.9,28.6,33.2,39.8,2020,year,Europe
947,Ghana,37.6,19.4,28.9,37.2,26.6,14.7,2020,year,Africa
948,Philippines,37.6,9.0,23.9,33.5,20.8,23.5,2020,year,Asia
949,Indonesia,37.3,10.6,24.5,37.4,18.3,25.1,2020,year,Asia
950,Bulgaria,36.7,9.6,23.8,30.1,29.1,49.4,2020,year,Europe
951,Albania,36.4,8.5,23.1,28.4,26.8,29.6,2020,year,Europe
952,Bosnia And Herzegovina,36.0,6.7,22.0,28.1,25.1,41.8,2020,year,Europe
953,Mexico,35.7,11.5,24.1,32.4,32.1,41.8,2020,year,North America
954,Serbia,35.7,9.1,23.0,25.5,28.6,36.7,2020,year,Europe
955,Romania,35.3,10.0,23.2,29.0,30.5,48.9,2020,year,Europe
956,Tanzania,35.3,14.0,25.1,29.7,22.6,17.6,2020,year,Africa
957,Belarus,34.7,10.5,23.1,28.1,38.9,37.0,2020,year,Europe
958,Turkey,34.7,6.8,21.3,29.8,24.2,40.8,2020,year,Asia
959,Bolivia,34.6,10.9,23.3,28.1,25.1,39.3,2020,year,South America
960,Morocco,34.3,8.9,22.2,30.1,24.5,35.2,2020,year,Africa
961,Moldova,33.7,8.4,21.6,26.0,27.8,27.6,2020,year,Europe
962,Rwanda,33.3,11.9,23.1,26.8,29.2,19.3,2020,year,Africa
963,Ukraine,33.2,10.5,22.3,26.0,26.4,31.8,2020,year,Europe
964,Argentina,33.0,8.3,21.2,25.8,30.5,47.2,2020,year,South America
965,Armenia,32.8,10.9,22.4,25.6,30.4,28.0,2020,year,Asia
966,Bangladesh,32.3,5.0,19.2,29.7,19.2,33.2,2020,year,Asia
967,Zambia,31.7,7.4,20.1,26.9,22.1,54.1,2020,year,Africa
968,Sri Lanka,31.6,7.7,20.2,35.1,18.8,24.5,2020,year,Asia
969,North Macedonia,31.6,6.5,19.6,24.9,23.3,37.2,2020,year,Europe
970,Paraguay,31.1,9.7,20.8,25.0,25.0,32.6,2020,year,South America
971,Nigeria,31.0,23.6,27.5,31.1,17.7,13.5,2020,year,Africa
972,Colombia,30.7,9.6,20.6,25.1,22.4,31.1,2020,year,South America
973,Kazakhstan,30.6,9.8,20.7,24.3,29.9,38.4,2020,year,Asia
974,Uganda,30.2,10.2,20.6,25.3,22.1,20.5,2020,year,Africa
975,Algeria,30.1,5.3,18.3,30.7,15.9,28.7,2020,year,Africa
976,Azerbaijan,29.9,9.5,20.1,23.7,30.4,30.2,2020,year,Asia
977,Egypt,29.5,5.5,18.0,25.5,23.5,22.4,2020,year,Africa
978,Nepal,29.0,4.8,17.4,24.9,20.4,21.9,2020,year,Asia
979,Georgia,28.5,9.8,19.5,23.1,26.7,24.9,2020,year,Asia
980,Kosovo,28.5,8.5,18.9,26.5,21.0,48.9,2020,year,Europe
981,Venezuela,27.2,6.8,17.4,28.3,24.4,2.6,2020,year,South America
982,Tunisia,27.0,5.5,16.7,25.3,14.9,34.5,2020,year,Africa
983,Kyrgyzstan,27.0,9.2,18.5,23.4,21.4,25.0,2020,year,Asia
984,Uzbekistan,26.0,7.5,17.2,21.6,20.2,24.3,2020,year,Asia
985,Syria,25.3,5.7,15.9,22.4,21.4,11.5,2020,year,Asia
986,India,24.6,5.7,15.5,24.5,17.2,54.3,2020,year,Asia
987,Afghanistan,24.2,4.0,14.6,17.7,17.4,28.2,2020,year,Asia
988,Pakistan,22.0,4.6,13.7,19.1,16.8,30.6,2020,year,Asia
989,Switzerland,121.2,50.2,87.1,120.8,123.1,129.7,2019,year,Europe
990,Iceland,101.9,48.3,76.1,92.1,111.8,91.8,2019,year,Europe
991,Norway,101.0,37.3,70.4,92.7,111.5,103.6,2019,year,Europe
992,Bahamas,92.4,33.5,64.1,77.0,99.9,57.0,2019,year,North America
993,Luxembourg,86.1,55.6,71.5,75.1,96.1,106.3,2019,year,Europe
994,Japan,83.3,28.0,56.7,83.6,48.8,103.1,2019,year,Asia
995,Denmark,81.4,32.9,58.1,63.6,95.1,114.4,2019,year,Europe
996,Hong Kong,78.1,76.8,77.5,80.3,56.1,69.3,2019,year,Asia
997,South Korea,76.9,22.2,50.7,89.7,44.8,103.4,2019,year,Asia
998,Ireland,75.3,41.8,59.2,59.1,82.6,95.1,2019,year,Europe
999,France,74.9,26.2,51.5,68.3,75.4,91.6,2019,year,Europe
1000,Netherlands,74.8,34.7,55.6,58.8,83.5,102.5,2019,year,Europe
1001,Israel,74.3,29.4,52.7,61.9,80.8,92.5,2019,year,Asia
1002,Belgium,73.0,25.8,50.3,60.9,83.4,95.1,2019,year,Europe
1003,Finland,72.8,26.1,50.4,60.0,77.9,112.3,2019,year,Europe
1004,New Zealand,72.6,31.6,52.9,65.7,68.8,101.1,2019,year,Oceania
1005,Australia,72.1,35.5,54.5,66.9,70.7,122.9,2019,year,Oceania
1006,Austria,71.8,27.6,50.6,65.6,70.1,96.7,2019,year,Europe
1007,Sweden,71.6,26.0,49.7,63.5,75.0,111.4,2019,year,Europe
1008,United States,69.9,39.0,55.1,67.4,69.3,122.0,2019,year,North America
1009,Singapore,69.8,53.1,61.8,57.5,46.7,103.8,2019,year,Asia
1010,Italy,69.2,21.7,46.4,58.3,75.7,77.5,2019,year,Europe
1011,Germany,67.6,26.8,48.0,54.3,63.6,116.2,2019,year,Europe
1012,United Kingdom,65.3,28.6,47.7,51.9,72.4,105.7,2019,year,Europe
1013,Canada,65.0,28.3,47.4,62.4,61.8,109.4,2019,year,North America
1014,Puerto Rico,63.8,18.0,41.8,61.7,54.8,98.4,2019,year,North America
1015,Malta,63.3,28.7,46.7,51.2,67.3,59.7,2019,year,Europe
1016,Taiwan,59.8,23.4,42.3,69.6,26.9,56.4,2019,year,Asia
1017,Qatar,59.1,46.6,53.1,47.7,61.9,138.3,2019,year,Asia
1018,Jamaica,58.8,14.7,37.6,58.8,42.3,34.7,2019,year,North America
1019,Lebanon,58.1,26.9,43.1,43.3,56.8,54.0,2019,year,Asia
1020,Uruguay,57.3,16.2,37.6,45.1,56.3,47.8,2019,year,South America
1021,Bahrain,56.7,29.6,43.7,51.2,52.2,74.6,2019,year,Asia
1022,Greece,56.7,10.8,34.6,43.7,54.8,49.6,2019,year,Europe
1023,United Arab Emirates,56.2,41.0,48.9,43.2,53.9,119.6,2019,year,Asia
1024,Cyprus,55.6,20.2,38.6,44.3,59.8,75.3,2019,year,Europe
1025,Jordan,55.0,11.9,34.3,44.4,52.3,41.7,2019,year,Asia
1026,Spain,54.7,20.7,38.4,44.0,54.1,83.8,2019,year,Europe
1027,Slovenia,52.5,15.4,34.7,43.3,43.8,75.4,2019,year,Europe
1028,Mauritius,52.4,11.5,32.8,47.9,39.1,39.8,2019,year,Africa
1029,Myanmar,52.4,24.7,39.1,54.8,20.2,14.0,2019,year,Asia
1030,Trinidad And Tobago,52.1,17.1,35.3,50.0,46.0,57.0,2019,year,North America
1031,Zimbabwe,51.6,11.7,32.4,45.7,36.8,27.7,2019,year,Africa
